Name;address;Ville;CP;telephone;site
 Pizza  Pizza ; 11  av  Thony ;74500; EVIAN  LES  BAINS ; 04  50  84  40  91 ;www.facebook.com
 Taverne  Du  Mont  D'arbois ; 2811  rte  Edmond  De  Rothschild ;74120;MEGÈVE; 04  50  21  03  53 ;http://www.mont-darbois.fr/restaurants/la-taverne.aspx
 King  Kebab ; 9  pl  Château ;74200; THONON  LES  BAINS ; 04  57  43  12  38 ;None
Quick; 45  rte  Bromines,  Epagny ;74330; EPAGNY  METZ  TESSY ; 04  50  24  06  74 ;http://www.quick.fr
 Chaumière  Savoyarde  (La) ; 15  r  des  Fleuries ;74570; THORENS  GLIÈRES ; 04  50  22  40  39 ;www.hotel-74.com
 Le  Garde  Manger ; Ld  La  Savolière  Le  Praz  de  Lys ;74440;TANINGES; 06  29  72  38  57 ;None
 Restaurant  le  Petit  Montagnard ; 9  rte  Piscine ;74220; LA  CLUSAZ ; 04  50  63  38  38 ;None
 Restaurant  Les  Marmottes ; Pré  Richard  Chef  Lieu ;74500;BERNEX; 04  50  73  60  79 ;None
 LES  BERNARDS  LES  BERNARDS ; 1711  rte  Grabilles ;74120; PRAZ  SUR  ARLY ; 04  50  21  90  87 ;http://www.hotel-lesbernards.com/fr/4-Le
 Les  Clarines ; 4847  rte  Lindarets ;74110;MONTRIOND; 04  50  74  10  97 ;None
 Ailleurd  Qu'ici ; 48  r  Sommeiller ;74000;ANNECY; 04  50  45  32  07 ;www.facebook.com
 La  Crêperie  Du  Lac ; 30  quai  André  Chevallay ;74500; SAINT  GINGOLPH ; 04  50  76  73  73 ;www.facebook.com
 Le  Vésuvio ; 24  av  Thonon ;74140;DOUVAINE; 04  50  35  08  88 ;http://www.il-vesuvio.fr
 Auberge  Bonjournal ; 1234  rte  Jaillet ;74120;MEGÈVE; 04  50  55  80  41 ;http://www.combloux.com/fr/restauration/1/101774-auberge-du-bonjournal.html
 Traiki  Yassine ; 8  r  Emile  Chautemps ;74300;CLUSES; 04  57  27  72  54 ;None
 Evian  Kebab ; 5  r  Nationale ;74500; EVIAN  LES  BAINS ; 04  50  75  63  91 ;None
 Restaurant  la  Gavotine ; HOT  des  Alpes  33  r  Alpes ;74500;CHAMPANGES; 04  50  73  45  76 ;http://www.hotel-alpes.com
 Café  de  la  Paix ; 18  av  Glières ;74130;BONNEVILLE; 04  50  97  06  45 ;None
 Class  Croute  DDT ; Zone  Industrielle  Des  Iles  4  Bis  av  Cran ;74000;ANNECY; 04  50  62  22  89 ;www.facebook.com/classcroute
 Banh  Mi's ; 1  r  Paix ;74000;ANNECY; 06  30  89  54  36 ;None
 Il  Piccolo ; Impasse  De  Tilbury  97  rte  Serveray ;74300; ARÂCHES  LA  FRASSE ; 04  50  90  51  57 ;None
Pizz'Art; 190  Grande  Rue ;74930; REIGNIER  ESERY ; 04  50  95  77  07 ;http://www.pizzartreignier.fr
 Bistro  D'asie ; 1  av  Léman ;74200; THONON  LES  BAINS ; 04  50  70  22  39 ;www.facebook.com
 La  Buvette  Le  Caillet ; Route  Du  Montenvers ;74400; CHAMONIX  MONT  BLANC ; 06  30  70  59  42 ;http://www.buvette-chamonix.com
 Le  Feliks ; 281  rte  Aix  les  Bains ;74540; SAINT  FÉLIX ; 04  50  10  68  74 ;None
 SAS  ELITIM ; 9  r  Adrien  Ligué ;74100;ANNEMASSE; 04  50  06  77  07 ;http://www.chickn-burger.com
 Le  Mermoz ; 60  r  Aérodrome ;74960;MEYTHET; 04  50  22  83  80 ;None
 Le  Cabaret  Du  Monde ; 94  r  Communaux ;74130;BONNEVILLE; 04  50  03  67  99 ;http://www.cabaretdumonde.com
 Le  Gentiana ; 151  rte  Val  D'Arly ;74120; PRAZ  SUR  ARLY ; 04  50  21  88  65 ;www.facebook.com
 Restaurant  Le  Wetzet ; 360  chem  Grangettes ;74260; LES  GETS ; 06  87  93  10  32 ;None
Pol; 1  r  St  Sébastien ;74200; THONON  LES  BAINS ; 04  50  70  98  41 ;http://www.pol-restaurant.fr
 Terres  Rouges ; rte  du  Maroly  LE  GRAND  BORNAND ;74450; LE  GRAND  BORNAND ; 04  50  27  05  73 ;http://www.restaurant-terres-rouges.fr
 E-Motion  Annecy ; 72  av  Aix  les  Bains ;74600;SEYNOD; 04  50  63  79  90 ;None
 Le  Refuge  1110m ; 97  rte  Serveray ;74300; ARÂCHES  LA  FRASSE ; 04  50  90  15  63 ;www.facebook.com
 Hôtel  Morgane ; 145  av  Aiguille  du  Midi ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  57  15 ;http://www.morgane-hotel-chamonix.com
 L'adret  de  la  Flégère ; Arrivée  Du  Télépherique  De  La  Flégère  La  Flégère ;74400; CHAMONIX  MONT  BLANC ; 04  50  55  34  88 ;www.flegere-restaurant.com
 Cedric  Pizza ; 28  av  Ermitage ;74200; THONON  LES  BAINS ; 04  50  16  78  07 ;None
 L'  Alouette ; 19  av  Rhône ;74000;ANNECY; 04  50  52  35  35 ;www.bestwestern-hotel-annecy.com
 Restaurant  Le  Rouet ;Salvagny;74740; SIXT  FER  À  CHEVAL ; 04  50  34  40  89 ;www.facebook.com/leRouet.Salvagny
 Brasserie  de  la  Gare ; 9  pl  Gare ;74800; LA  ROCHE  SUR  FORON ; 04  50  03  11  47 ;None
 Pizza  Bro's ; 20  Grande  Rue ;74160; SAINT  JULIEN  EN  GENEVOIS ; 04  50  04  20  42 ;http://www.pizzabros.fr
L'arcade; rte  Voirons ;74140; VEIGY  FONCENEX ; 04  50  94  61  38 ;None
Sesame; 70  av  Ravanel  le  Rouge ;74400; CHAMONIX  MONT  BLANC ; 04  56  66  02  92 ;http://www.sesame-montblanc.com
 Le  Robinson ; 309  prom  Crémeries ;74400; CHAMONIX  MONT  BLANC ; 09  50  87  37  46 ;www.facebook.com
L'Etna; 12  av  Libération ;74300;CLUSES; 04  50  98  31  48 ;www.facebook.com
 L'Auberge  du  clocher ; rte  d'Aix ;74540; SAINT  FELIX ; 04  50  27  72  05 ;http://www.auberge-du-clocher.com/
 Restaurant  La  Combe ; Les  Esserts ;74440;MORILLON; 04  50  54  63  38 ;www.facebook.com
Kokopelly; 910  rte  Talloires ;74210;DOUSSARD; 04  50  32  79  09 ;www.facebook.com
 Le  Serac ; 40  av  Mont  Paccard ;74170; SAINT  GERVAIS  LES  BAINS ; 04  50  98  43  35 ;http://www.3serac.fr
 Lycée  Hôtelier  Savoie  Leman ; Ecole  Hoteliere  40  bd  Carnot ;74200; THONON  LES  BAINS ; 04  50  71  13  80 ;http://www.ecole-hoteliere-thonon.com/hotel-restaurants
 Sushi  Fumi ; Im  Primeveres  396  rte  Col  des  Aravis ;74220; LA  CLUSAZ ; 04  50  01  72  13 ;facebook.com
 Le  Tréseaur ; 185  av  Mont  de  Boisy ;74890; BONS  EN  CHABLAIS ; 04  50  36  33  22 ;http://www.restaurant-vegetarien-bio-haute-savoie.com
Melabass; 235  av  Genève ;74170; LE  FAYET ; 04  50  96  54  94 ;None
 GHO  Annemasse  Porte  De  Genève ; 9  r  Jardins ;74240;GAILLARD; 04  50  92  05  25 ;http://www.mercure.com/fr/hotel-0343-hotel-mercure-annemasse-porte-de-geneve/index.shtml
 Melrose  Market ; 19  r  Filaterie ;74000;ANNECY; 04  57  41  50  57 ;None
 Hôtel  restaurant  les  Tilleuls ; 167  rte  Ancienne  Gare ;74410; SAINT  JORIOZ ; 04  50  68  60  19 ;www.lestilleuls.com
 Hôtel  Le  Soly-Varnay ; 234  rte  Manche ;74110;MORZINE; 04  50  79  09  45 ;http://www.hotel-lesoly-morzine.fr
 Del  Monte  Bianco ; 3  r  Négociants ;74100;AMBILLY; 04  50  38  06  49 ;http://ilmontebianco.fr/
 CAFE  DES  AMIS ; 445  r  Pellissier ;74700;SALLANCHES; 04  50  93  92  29 ;None
L'Original; 13  fbg  Ste  Claire ;74000;ANNECY; 04  50  45  17  31 ;None
 La  Bastille ; 3  quai  Vieilles  Prisons ;74000;ANNECY; 04  50  45  09  37 ;http://labastille-annecy.com
 La  Ferme  Saint-Amour ; 181  r  St  François  de  Sales ;74120;MEGÈVE; 04  69  66  55  75 ;http://lafermesaintamour.com/?fbclid=IwAR1r2FLjtOgZs8NcmKoJ6KTbhOv4P1Na0YE4bDwfEcGTc4tQIt0eEpZ4FLU
 Rond  De  Carotte ; 50  r  Vignette ;74170; SAINT  GERVAIS  LES  BAINS ; 04  50  47  76  39 ;None
 La  Boucherie  (Restaurant) ; 1409  av  Genève ;74700;SALLANCHES; 04  50  47  24  11 ;www.la-boucherie.fr
 La  Pomme  De  Pin ; 5270  Lindarets  La  Lecherette ;74110;MONTRIOND; 04  50  74  90  64 ;www.pommedepain.fr
 Le  dandy ; Plan  Perret  Plan  D  Eau  Biotope  chem  Plan  Perret ;74920;COMBLOUX; 04  50  90  17  50 ;http://www.le-dandy.fr
 Jardin  Sur  Court ; 2  av  Beauregard ;74000; CRAN  GEVRIER ; 04  50  46  66  41 ;http://www.jardinsurcourt.com
 Joachim  Willy ; les  Hottes ;74440;VERCHAIX; 04  50  98  02  18 ;www.facebook.com
 Carta  Luisanna  Le  Chablaisien ; 43  pl  Gare ;74890; BONS  EN  CHABLAIS ; 04  50  36  19  05 ;http://www.restaurant-indien-bons.fr
 Auberge  du  Téléphérique ; 570  rte  Moranches ;74170; LES  CONTAMINES  MONTJOIE ; 04  50  47  02  74 ;http://www.lescontamines.org/tele.html
 Le  Passon ; 188  pl  Tour ;74400; CHAMONIX  MONT  BLANC ; 04  50  54  33  04 ;www.chamonix.net
 Le  Blueberry ; rte  Plateau  des  Saix ;74340;SAMOËNS; 04  50  53  26  42 ;http://leblueberry.wixsite.com/samoens1600
Vinistrot; 12  r  Perrière ;74000;ANNECY; 04  50  45  51  76 ;www.facebook.com/pages/Vinistrot/833991496669885
 LES  DEUX  GRANGES  SARL ; 6473  A  rte  Avoriaz ;74110;MORZINE; 06  79  20  59  88 ;None
 Chez  Caramello ; 245  r  Lanches ;74890; BONS  EN  CHABLAIS ; 04  50  36  14  71 ;None
 Pub  Au  Bureau ; Casino  d'Evian  quai  Baron  de  Blonay ;74500;EVIAN-LES-BAINS; 04  50  26  87  77 ;www.casino-evian.com
 Bistro  Les  2  Mules ; 140  rte  Grallière ;74220; LA  CLUSAZ ; 04  50  10  47  81 ;http://www.les2mules.fr
 Mets  D'Lices ; 7  r  Vieux  Pont ;74200; THONON  LES  BAINS ; 04  50  72  21  02 ;None
 SAS  Brasserie  le  Globe ; 9  r  Commerce ;74100;ANNEMASSE; 04  50  92  21  74 ;http://socdexploitationbrasserieleglobe.site-solocal.com
 Pizza  Kelly ; rte  Thonon ;74550;PERRIGNIER; 06  31  50  70  45 ;http://www.pizzakelly.com
 Le  Folly'S ;L'Essert;74360;ABONDANCE; 04  50  17  24  98 ;None
 La  Terrasse  Du  Lac ; 600  rte  Lac  aux  Dames ;74340;SAMOËNS; 04  50  89  45  10 ;http://laterrassedulac.site-solocal.com
 Le  Commerce  Restaurant  Brasserie ; 2  Grande  Rue ;74300;CLUSES; 04  50  55  04  97 ;www.facebook.com
Cham'Streetfood; 28  imp  Primevère ;74400; CHAMONIX  MONT  BLANC ; 04  50  47  72  13 ;None
 Beau  site  Talloires  -  sarl  FC  DEBUQUOY ; 118  r  André  Theuriet ;74210; TALLOIRES  MONTMIN ; 04  50  27  00  65 ;http://www.beausite-talloires.com
 O  Flaveurs  Marguerite ; rte  Crépy  Chateau  De  Chilly ;74140;DOUVAINE; 04  50  35  46  55 ;www.oflaveurs.com
 Domino's  Pizza  Annemasse ; 33  r  Parc ;74100;ANNEMASSE; 04  50  74  07  40 ;http://www.dominos.fr/magasin/annemasse_74100
 Hôtel  Restaurant  La  Croix  de  Savoie  &  Spa  SOC  NOUVELLE  LA  CROIX  DE  SAVOIE ; Les  Carroz  D  Araches  768  rte  Pernand ;74300; ARÂCHES  LA  FRASSE ; 04  50  90  00  26 ;http://www.lacroixdesavoie.fr
 Café  des  Vignerons ; 57  rte  Tully ;74200; THONON  LES  BAINS ; 04  56  35  14  26 ;None
 Restaurant  Lou  Caboens  Amcr  SARL ; 302  plateau  Saix ;74340;SAMOËNS; 04  50  91  61  87 ;http://loucaboens.ski
 Le  Clos  Gourmand ; Ctre  Cial  Hyper  U  bd  Europe ;74150;RUMILLY; 04  50  19  07  55 ;None
 Le  Chalet  Gourmand  Chez  Mamy  Lou ; 134  av  Genève ;74000;ANNECY; 06  81  21  88  77 ;None
 Le  Désert  Blanc ; Haut  Du  Telecabine  Du  Dmc  rte  Flaine ;74300; ARÂCHES  LA  FRASSE ; 04  50  90  82  09 ;www.facebook.com
 CAFETERIA  DES  LACS ; 368  av  Savoie ;74130;BONNEVILLE; 04  50  97  00  96 ;http://www.leslacs-cafeteria.com
 Les  Cabrettes ; Lieu-dit  Bise  VACHERESSE ;74360;VACHERESSE; 09  88  18  47  77 ;http://www.vacheresse.fr
 Bella  Pizza ; 1  r  Ursules ;74200; THONON  LES  BAINS ; 04  50  71  97  27 ;None
 LE  TREMPLIN  THE  PLACE  TO  BE ; Hôtel  Le  Tremplin  166  Taille  de  Mas  du  Pleney ;74110;MORZINE; 04  50  83  15  59 ;http://www.hotel-tremplin.com
 Au  Rendez-Vous  Des  Chasseurs ; 618  rte  Bellegarde ;74330;SILLINGY; 04  50  22  26  97 ;None
 Kichi  Sushi ; 13  r  Saulne ;74230;THÔNES; 04  50  44  65  18 ;www.facebook.com
 L'Auberge  Romanaise ; chem  la  Salle ;74110; ESSERT  ROMAND ; 04  50  37  31  96 ;None
 La  Ferme ; 62  chem  Promenade ;74920;COMBLOUX; 04  50  93  11  81 ;None
 Oxxy  Beach ; Parc  De  La  Chataigneraie  av  St  Disdille ;74200; THONON  LES  BAINS ; 09  53  97  02  06 ;http://www.oxxybeach.fr
Kamérops; 3504  av  Mont  Blanc ;74800; SAINT  PIERRE  EN  FAUCIGNY ; 06  85  12  22  34 ;None
 Le  Doxaty ; 4  r  Faucille ;74100;ANNEMASSE; 04  50  84  12  32 ;www.facebook.com/ledoxaty
 La  Grange ; 255  rte  Château ;74910;BASSY; 07  66  88  26  25 ;fr-fr.facebook.com
 Self  Service ; autoroute  A41 ;74600;SEYNOD; 04  50  52  27  62 ;None
 Hotel  Restaurant  Le  Bois  Joli ; 210  rte  du  Chenay ;74500; SAINT  PAUL  EN  CHABLAIS ; 04  50  73  60  11 ;www.hotel-bois-joli.fr
 PUR  2.0 ; 101  av  Mont  Paccard ;74170; SAINT  GERVAIS  LES  BAINS ; 04  50  18  62  76 ;www.facebook.com
L'Angepierre; Le  Grand  Pré ;74110;MORZINE; 04  50  79  21  26 ;None
 Pekin  Express ; zi  Les  Niollets ;74140;DOUVAINE; 04  50  94  90  48 ;None
 Le  Trefle ; 35  r  Gare ;74570;GROISY; 04  50  77  14  23 ;None
 Chez  Jean ; 483  rte  Gollet ;74120;MEGÈVE; 04  50  55  35  90 ;http://arboisie-megeve.com/nos-restaurants/chez-jean-2/
 LE  Boitet ; 1  lieu-dit  Lanches  D'en  Haut ;74170; SAINT  GERVAIS  LES  BAINS ; 04  50  58  08  35 ;None
 La  Pizza  Gourmande ; 549  r  Fleurs ;74300;CLUSES; 04  50  18  73  01 ;http://www.lapizzagourmande.fr
 Duchene  Emmanuel ; 4  r  Paix ;74000;ANNECY; 04  56  34  87  80 ;None
 La  Cabane ; 27  r  Ste  Claire ;74000;ANNECY; 04  50  05  12  70 ;www.lepetitbouchon.fr
 LE  MARLOW  LA  COUPOLE ; 5  pl  Ambiance ;74300; ARÂCHES  LA  FRASSE ; 04  50  90  05  67 ;http://ete.lescarroz.com/sejour-ski/bars/1/170525-le-marlow.html
 Restaurant  La  Clé  Des  Champs ; 121  rte  d'Annecy  121  le  Mont  Sion ;74350; SAINT  BLAISE ; 04  50  44  13  11 ;www.laclefdeschamps-restaurant.com
 Club  du  Mont  d'Arbois ; 3001  rte  Edmond  De  Rothschild ;74120;MEGÈVE; 04  50  93  03  43 ;http://www.mont-darbois.fr/restaurants/club-mont-arbois.aspx
 Div  Famille  SASU ; 310  chem  Biolle ;74460;MARNAZ; 04  50  34  11  60 ;None
 Sur  Le  Zinc ; 2  r  Hôtel  de  Ville ;74300;CLUSES; 04  50  90  58  39 ;www.facebook.com
 Aux  Aravis ; 24  pl  Eglise ;74450; LE  GRAND  BORNAND ; 04  50  10  60  36 ;http://www.auxaravis.com
 Restaurant  Exoty's ; 4  rte  Impériale ;74200; ANTHY  SUR  LÉMAN ; 04  50  73  94  52 ;http://www.exotys.fr
 B  Com  Brasserie ; 300  rte  Collonges ;74160;ARCHAMPS; 04  50  31  23  23 ;http://www.bcombrasserie.com
 Pizzéria  du  Chéran ; 1  pl  Trophée ;74540; ALBY  SUR  CHÉRAN ; 04  50  68  22  62 ;None
 1945  Snack  Bar ; 6  pl  8  Mai  1945 ;74200; THONON  LES  BAINS ; 09  83  72  55  55 ;http://1945bar.com
 Restaurant  La  Petite  Cour ; 1126  ancienne  route  Combloux ;74700;SALLANCHES; 04  50  58  52  17 ;www.empreinte2saveurs.fr
 Spa  Nuxe ; 50  pl  Aiguille  du  Midi ;74400; CHAMONIX  MONT  BLANC ; 04  50  54  55  56 ;www.heliopic-hotel-spa.com
 Au  Bonheur  De  L'Asie ; av  Pré  Robert  Sud ;74200; ANTHY  SUR  LÉMAN ; 04  50  73  35  95 ;None
 La  Boucherie ; 34  r  Parc ;74100;ANNEMASSE; 04  50  38  90  88 ;http://www.la-boucherie.fr/restaurants/annemasse-74
 Lasoret  Cécile ; 103  rte  Trabets ;74310; LES  HOUCHES ; 04  50  53  49  63 ;None
 Sandwicherie  De  L  Eglise ; 155  rte  Centre ;74390;CHÂTEL; 04  50  70  57  52 ;None
Benak; Ens  Resto  2  r  Doct  Favre ;74100;ANNEMASSE; 04  50  79  57  01 ;None
 Temple  du  Fromage ; Zone  du  Crêt  av  du  Stade ;74500;LUGRIN; 04  50  76  00  14 ;www.temple-du-fromage.com
 HOTEL  DU  CLOCHER  ELENA  SARL ; 110  imp  Androsace ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  30  27 ;http://www.hotelclocher.com
 Crêperie  les  Airelles ; 180  rte  N-D  de  La  Gorge ;74170; LES  CONTAMINES  MONTJOIE ; 04  50  47  10  49 ;http://www.creperielesairelles.fr
 La  P'tite  Verte ; 89  r  Charlet  Straton ;74400; CHAMONIX  MONT  BLANC ; 04  50  54  54  54 ;http://laptiteverte.site-solocal.com
Cora; rte  dép  1005 ;74500;PUBLIER; 04  50  81  45  00 ;www.cora.fr
 La  Cave  A  Pizza ; 1825  rte  Thonon ;74200;MARIN; 04  50  26  75  24 ;www.facebook.com
 L'Appart  Du  17 ; 17  r  Pâquier ;74000;ANNECY; 04  50  45  59  89 ;http://www.lappartdu17.fr
 BNT  SARL ; 38  r  Emile  Chautemps ;74300;CLUSES; 04  80  96  60  30 ;None
 La  Pom2  Pin ; Ens  Le  Lementhy  11  r  Pêcheurs ;74200; ANTHY  SUR  LÉMAN ; 04  50  16  30  15 ;http://www.lapom2pin.com/
 Da  Checco ; 28  r  Faucigny ;74100;ANNEMASSE; 04  56  81  93  19 ;http://www.dachecco.fr
 Le  Jorat ; le  Jorat  1170  rte  Chaine  d'Or  le  Jorat ;74250;BOGEVE; 04  50  85  05  64 ;www.lejorat.com
 Aux  Praz  Dèlices ; résid  Les  Grenettes  Le  Praz  de  Lys,  Le  Praz  de  Lys ;74440;TANINGES; 04  50  34  25  87 ;None
 La  Haute  Bise ; 40  rte  Nationale ;74570; THORENS  GLIÈRES ; 04  50  22  49  57 ;None
 Poivre  Rouge ; 415  r  César  Vuarchex ;74950;SCIONZIER; 04  50  25  14  16 ;http://www.poivre-rouge.com
 Bosson  Huguette ; 41  rte  N-D  de  La  Gorge ;74170; LES  CONTAMINES  MONTJOIE ; 04  50  47  02  88 ;None
Lucas; 1041  av  Digues ;74800; SAINT  PIERRE  EN  FAUCIGNY ; 04  50  03  59  41 ;None
 Fanara  Jean-Marc ; 2637  rte  Leutaz ;74120;MEGÈVE; 09  66  12  07  61 ;None
 Restaurant  la  Ferme  à  Elise ; 109  rte  Vouards ;74140; SAINT  CERGUES ; 04  50  85  26  68 ;http://www.lafermeaelise.com
 Du  Salé  Du  Sucré ; 204  av  Michel  Croz ;74400; CHAMONIX  MONT  BLANC ; 09  83  48  38  08 ;None
 Key  West ; 206  r  Peupliers ;74330; EPAGNY  METZ  TESSY ; 04  50  24  10  10 ;http://www.keywest-restaurant.fr
Ostreidae; 13  r  Royale ;74000;ANNECY; 06  68  74  99  99 ;None
 Au  Pré  D'Oscar ; 300  plateau  Saix ;74340;SAMOËNS; 04  50  53  71  57 ;http://www.aupredoscar.fr
 Le  Colibri ; 55  pl  gare ;74890; BONS  EN  CHABLAIS ; 04  50  87  23  80 ;http://www.hotel-restaurant-chablais-geneve.com/brasserie-le-colibri-bons-en-chablais
 Restaurant  Khue  Danh ; 935  av  Miage ;74170; SAINT  GERVAIS  LES  BAINS ; 09  84  24  03  03 ;facebook.com
 La  Genevière ; 289  A  rte  Blaves ;74200;ALLINGES; 04  50  17  35  96 ;www.facebook.com
 Annem  Kebab ; 9  av  République ;74000; CRAN  GEVRIER ; 07  87  88  86  69 ;www.facebook.com
 Café  Chez  Constance ; 435  imp  Place ;74130; LE  PETIT  BORNAND  LES  GLIÈRES ; 04  50  22  45  61 ;www.les-glieres.fr
 Pasini  Sandrine ; les  Plagnes ;74360;ABONDANCE; 04  50  73  84  53 ;None
 Mont  Blanc  Plage ; rte  de  l  'Arve ;74190;PASSY; 04  50  58  14  28 ;www.mont-blanc-plage.net
 Le  Terrasse  Café ; 579  chem  Moutely  Le  Maz ;74120;MEGÈVE; 04  50  53  11  32 ;www.restaurants-altitude.com
L'Escapade; 431  rte  Thônes ;74450; SAINT  JEAN  DE  SIXT ; 04  50  64  10  53 ;www.facebook.com
 LE  SOIXANTE  14  BIS ; 72  pl  Hôtel  de  Ville ;74130;BONNEVILLE; 04  57  43  58  74 ;http://lesoixante14.site-solocal.com
 Alti  Pizz ; 30  pl  Dents  Blanches ;74340;SAMOËNS; 04  50  34  48  51 ;pizzeria-samoens.wix.com
 Chapuis  Alexandre ; 8  rte  Semnoz ;74000;ANNECY; 04  50  51  30  97 ;None
 Restaurant  De  La  Pointe  Percée ; 79  pl  Grenette ;74450; LE  GRAND  BORNAND ; 04  50  02  22  80 ;http://www.restaurant-lapointepercee.com
 Allo  Nems ; 10  av  Gambetta ;74000;ANNECY; 04  50  52  96  96 ;None
 Chalet  De  L  Anglettaz ; rte  Anglettaz ;74570;AVIERNOZ; 04  50  68  06  82 ;http://www.chaletdelanglette.fr
 Vieux  Logis ; 711  rte  Epagny ;74410; SAINT  JORIOZ ; 04  50  01  69  28 ;www.facebook.com
 La  petite  blaitiere ; 22  chem  Pied  du  Grépon ;74400; CHAMONIX  MONT  BLANC ; 06  60  04  96  12 ;http://la-petite-blatiere-restauration-rapide-chamonix-mont-blanc.eatbu.com/?lang=fr
 Pizza  Et  Vino ; 1248  rte  Megève ;74120; PRAZ  SUR  ARLY ; 04  50  53  04  93 ;http://www.pizzaetvino.fr
 L'Instant  Présent ; 2984  rte  Bellegarde ;74330;SILLINGY; 04  50  01  70  98 ;http://instantpresent.rest
 Oscar  la  Montagne ; 2  r  Frères  Jay ;74300;CLUSES; 06  78  59  76  52 ;http://www.oscarlamontagne.com
 Les  Flocons ; Chevaly  Vers  la  Gouille ;74440;TANINGES; 04  50  91  63  12 ;http://www.prazdelys-sommand.com/restauration/creperie-le-flocon-taninges-2/
 Le  binôme ; 32  av  Carrés ;74000; ANNECY  LE  VIEUX ; 04  50  51  91  09 ;www.facebook.com
Dujardin; 26  clos  Charlotte ;74700;SALLANCHES; 04  50  55  52  25 ;None
 SAS  L  HACIENDA ; 34  av  Genève ;74000;ANNECY; 04  50  57  07  32 ;None
 FABRICATIONS  DISTRIBUTIONS  SERVICES ; 170  che  Bornand ;74120; DEMI  QUARTIER ; 06  08  21  66  13 ;None
 Le  Poisson  Rouge ; 20  prom  Seines ;74320;SEVRIER; 04  50  52  40  48 ;www.opoissonrouge.com
 Restaurant  le  Chatillon ; Le  Chinaillon  La  Côte ;74450; LE  GRAND  BORNAND ; 04  50  27  02  76 ;http://www.legrandbornand.com/restaurant-d-altitude-le-chatillon.html
 Le  Royal ; 20  r  Centre ;74140;DOUVAINE; 04  50  85  14  03 ;None
 Hôtel  Ibis ; 2  av  Evian ;74200; THONON  LES  BAINS ; 04  50  71  24  24 ;http://www.ibis.com
 Camp  De  Base  Café ; av  Mont  Blanc ;74190;PASSY; 04  50  53  28  94 ;http://www.campdebasecafe.com
 Chalet  Florimont ; 1006  r  Champ  Canon ;74210; SAINT  FERRÉOL ; 04  50  44  50  05 ;www.hotelflorimont.com
 Mnari  Khalil ; 129  imp  Ecureuils ;74970;MARIGNIER; 07  61  62  72  61 ;www.facebook.com
 Black  Crystal ; 7  r  Aristide  Briand ;74100;ANNEMASSE; 04  58  66  52  14 ;None
 La  Savoyarde ; Plage  Municipale  233  rte  Port ;74290; TALLOIRES  MONTMIN ; 04  50  60  71  54 ;talloires-lac-annecy.com
 Restaurant  L'Entracte ; 7075  rte  Chinaillon ;74450; LE  GRAND  BORNAND ; 04  50  27  05  30 ;http://www.entracte-ovincoeur.fr
Namaste; 10  rte  Annemasse ;74160; COLLONGES  SOUS  SALÈVE ; 04  50  85  12  59 ;http://www.le-sz-collonges.fr
 L'Orient  Express ; 3  pl  Etale ;74960; CRAN  GEVRIER ; 06  03  20  61  93 ;www.facebook.com/pages/Lorient-Express/573786082666494?fref=ts
 Food  Chack ; 15  r  Portiques ;74230;THÔNES; 04  50  51  96  58 ;None
 Bistrot  du  marché  Gaillard ; 5  r  René  Cassin ;74240;GAILLARD;0450397111;www.intermarche.com
 Restaurant  Le  Chalet  Gourmand ; 460  av  Glières ;74300;CLUSES; 04  50  89  33  01 ;www.facebook.com
 Le  Kinnaly ; 9  r  Pierre  Trappier ;74300;CLUSES; 04  50  54  37  55 ;None
 Le  Salon  Français  MILESE ; 26  r  Royale ;74000;ANNECY; 04  56  72  62  73 ;http://www.lesalonfrancais.fr
Bellevue; 90  av  Genève ;74000;ANNECY; 04  50  57  14  37 ;http://reservation-hotel.logishotels.com/reservit/reserhotel.php?action=fiche_htl&partid=0&hotelid=780
 Le  Tyrolia ; 6  r  Bourg ;74110;MORZINE; 04  50  37  44  71 ;None
Jazzy's; r  St  Jean ;74120;MEGÈVE; 06  12  81  11  48 ;www.facebook.com/pg/jazzys.officiel
 Tacos  Food ; 80  av  France ;74000;ANNECY; 06  95  52  19  27 ;www.facebook.com
MODINO; lieu-dit  Chef  Lieu ;74600; MONTAGNY  LES  LANCHES ; 04  50  08  47  53 ;www.relaisdeslanches.fr
 Le  Radaz ; 4800  rte  Côte  2000 ;74120;MEGÈVE; 04  50  58  94  44 ;http://www.leradaz.fr
 The  Dainty ; 67  prom  Marie  Paradis ;74400; CHAMONIX  MONT  BLANC ; 04  50  96  73  59 ;http://www.thedaintypizza.com/
 CASA  DI  STEF  ALIET ; 56  rte  Sallanches ;74920;COMBLOUX; 04  50  89  92  52 ;None
 Tip  Top  Cuisine ; 50  chem  Forbach ;74320;SEVRIER; 06  20  71  02  79 ;http://tiptopcuisine.fr
 Le  Creposaure ; 102  rte  Trabets ;74310; LES  HOUCHES ; 04  50  54  55  25 ;None
Edelweiss; 809  rte  Piaz ;74340;SAMOËNS; 04  50  34  41  32 ;http://www.edelweiss-samoens.com
 L  OS  A  MOELLE ; 25  av  Thezieres ;74440;TANINGES; 04  50  89  41  43 ;http://www.los-a-moelle-restaurant.fr
