Name;address;Ville;CP;telephone;site
 A  Adelita  Restaurant  Mexicain ; 22  clos  Domenjoud ;74320;SEVRIER; 04  50  52  63  86 ;www.adelita.fr
 La  Boîte  à  Meuh  ORPHELIAS ; 270  rte  Roche  Pallud ;74440;MIEUSSY; 06  15  53  08  30 ;None
 Moo  Et  Co ; 239  av  Michel  Croz ;74400; CHAMONIX  MONT  BLANC ; 04  50  55  33  42 ;http://moobarcuisine.com
 PIZZA  GIL ; La  Combe  3  rte  Senateurs ;74140;SCIEZ; 04  50  72  51  12 ;None
 Eau  Petit  Paradis ; Les  Voix  chem  Sables ;74140;EXCENEVEX; 04  50  70  64  42 ;None
 Brasserie  du  Belvédère ; 1  av  Léman ;74200; THONON  LES  BAINS ; 04  50  71  10  04 ;http://www.thononlesbains.com/fr/restaurant/1/154594-brasserie-du-belvedere.html
 RESTAURANT  CHEZ  FERNAND ; 6  r  St  Sébastien ;74200; THONON  LES  BAINS ; 04  58  66  33  17 ;http://www.petitfute.com/v57699-thonon-les-bains-74200/c1165-restaurants/c4-cuisine-francaise/c1-bistrot-brasserie/1487956-chez-fernand.html
 Snack-Bar  de  la  Plage ; 120  rte  Plage ;74210;DOUSSARD; 04  50  23  53  03 ;None
 Restaurant  Le  Clos  du  Lac ; Port  de  Sechex  2  rte  Meules ;74200;MARGENCEL; 04  50  72  48  81 ;http://restaurant-leclosdulac.com
Tanpopo; 242  av  Michel  Croz ;74400; CHAMONIX  MONT  BLANC ; 04  50  93  87  04 ;None
 Les  Sales  Gosses ; 10  pl  Jean  Deffaugt ;74100;ANNEMASSE; 04  50  80  85  57 ;http://boire-manger.eatself.com
 Hôtel  Bellevue ; 76  r  Centre ;74140;EXCENEVEX; 04  50  72  83  00 ;http://www.savoie-mont-blanc.com/offre/fiche/hotel-restaurant-le-bellevue/127569
 La  Ferme  des  Agapes ; 12  r  Bellevue ;74310; LES  HOUCHES ; 04  50  78  31  24 ;None
 Le  300 ; 9  bd  Fier ;74000;ANNECY; 04  50  67  60  44 ;None
 Fleur  De  Printemps ; 30  r  Genève ;74100;ANNEMASSE; 04  50  37  69  96 ;None
BENMANS; 43  r  Voirons ;74100; VILLE  LA  GRAND ; 09  87  51  03  02 ;None
 Le  Chesery ; 106  rte  Centre ;74390;CHÂTEL; 04  50  26  25  12 ;www.facebook.com
 Prarion  1860  Hôtel  Restaurant ; 6090  rte  Prarion ;74170; SAINT  GERVAIS  LES  BAINS ; 04  50  54  40  07 ;http://www.parion.com
 LE  BAROTE  DES  ALPES ; r  Guillaume  Fichet ;74130; LE  PETIT  BORNAND  LES  GLIÈRES ; 04  50  07  52  03 ;www.facebook.com
 Restaurant  Les  Buissons ; 245  rte  Var  d'En  Haut ;74220; LA  CLUSAZ ; 04  50  02  44  48 ;http://laclusazter.e-monsite.com
 LEZZET  GRILL ; 9  pass  Halles ;74960; CRAN  GEVRIER ; 09  54  00  01  35 ;http://restaurant-lezzet-grill.business.site
Kamouraska; 6  pass  Cathédrale ;74000;ANNECY; 09  50  78  82  96 ;facebook.com
 Du  Sel  Au  Sucre  Genoli  Stéphane ; 144  r  Charles  Feige ;74120;MEGÈVE; 04  50  91  55  89 ;http://www.sites.google.com/site/pizzamegeve
 Le  Céjo ; 2  rte  Promery ;74330; EPAGNY  METZ  TESSY ; 04  57  09  90  88 ;http://www.lecejo.com
Babou; Chef  Lieu  2630  rte  Bauges ;74540;GRUFFY; 04  50  77  50  89 ;None
 AUBERGE  DU  SEMNOZ  AUBERGE  DU  SEMNOZ ; rte  Monnetier ;74410; SAINT  JORIOZ ; 04  50  68  98  38 ;http://www.aubergelesemnoz.com/fr
 Le  Sommet  du  M ; 15  rte  Rochebrune ;74120;MEGÈVE; 04  50  21  41  09 ;None
 Domaine  Des  Avenières ; Lieu  Dit  Chenaz  1060  chât  Avenières ;74350;CRUSEILLES; 04  50  44  02  23 ;http://www.avenieres.com
 Chez  Tot' ; 90  av  Plaine ;74000;ANNECY; 06  88  97  99  29 ;None
Bodrum; 5  av  Evian ;74200; THONON  LES  BAINS ; 04  50  81  33  04 ;http://www.restaurant-bodrum.fr
 Pizza  Du  Gourmet ; 253  rte  Annecy ;74570;GROISY; 04  50  69  85  09 ;www.pizzadugourmet.sitew.fr
 La  Ferme  de  la  Fruitière ; 337  rte  Plagne ;74110;MORZINE; 04  50  79  12  39 ;http://www.alpage-morzine.com
Twenty26; 2026  rte  Manche ;74110;MORZINE; 04  85  80  05  80 ;http://www.theboutiquechalet.com
Sosmart; pass  Golliardi ;74000;ANNECY; 09  61  66  49  10 ;http://20-sur-vins.com
 LA  HALTE  DU  MOULIN  SEBKAR  SARL ; Chef  Lieu ;74430;SEYTROUX; 04  50  84  70  89 ;http://www.lahaltedumoulin.com
 Nazca  Bar  &  Food ; 207  rte  Vonnes ;74390;CHÂTEL; 04  56  30  72  17 ;http://www.nazcabar.com
 Sas  42jr ; 15  rte  Jaillet ;74120;MEGÈVE; 04  50  18  50  30 ;www.facebook.com
 China  Town ; 80  r  René  Cassin ;74150;RUMILLY; 04  50  44  71  77 ;www.china-town-74.com
 Brasserie  des  Cimes ; galm  Bât  H ;74300;FLAINE; 04  50  90  89  64 ;www.brasserie-des-cimes.com
 Le  Coquelicot ; 88  r  Lyret ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  42  74 ;None
 SAM  ANGKOR ; 738  av  Jean  Jaurès ;74800; LA  ROCHE  SUR  FORON ; 04  58  66  52  57 ;http://www.sam-angkor.com
 La  Belle  Rencontre ; 19  chem  Crêt ;74390;CHÂTEL; 06  42  10  84  91 ;www.facebook.com
L'Asia; 770  av  Bonnatrait ;74140;SCIEZ; 04  50  72  60  30 ;http://www.restaurant-lasia.com
 Mado  EURL ; 5  pl  Porte  de  France ;74240;GAILLARD; 06  03  78  80  33 ;None
 Les  Voyageurs ; Le  Fontanil  1018  les  Ronziers ;74360;VACHERESSE; 04  50  73  10  02 ;http://sites.valdabondance.com
 Little  Boxes ; 269  av  Courmayeur ;74400; CHAMONIX  MONT  BLANC ; 04  50  93  48  36 ;fr-fr.facebook.com
 Au  Brevon ; Sous  la  Côte ;74470;VAILLY; 04  56  30  79  49 ;http://aubrevon.site-solocal.com
 CHEZ  PER  SYL ; 936  chem  Vieille  Plagne ;74110;MORZINE; 04  50  04  18  52 ;None
Aromatik; 5  r  Collège  Chapuisien ;74000;ANNECY; 04  50  51  87  68 ;http://www.restaurant-aromatik.com
 L'Atelier  De  Jacky ; Chef  Lieu ;74360; LA  CHAPELLE  D'ABONDANCE ; 04  50  71  04  29 ;None
 LM  l'Atelier ; quai  Warens ;74700;SALLANCHES; 07  85  62  91  47 ;www.facebook.com
 Chalet  De  L'Ancolie ; 1295  rte  Sallanches ;74920; DEMI  QUARTIER ; 04  50  21  21  37 ;http://www.chalet-ancolie.com
 La  Suite ; av  Mateirons ;74500;NEUVECELLE; 04  50  26  85  00 ;http://evianresort.com
Creabistro; 2  fg  Ste  Claire ;74000;ANNECY; 04  50  23  85  39 ;www.creabistro.com
 La  Ciboulette ; 10  r  Vaugelas ;74000;ANNECY; 04  50  45  74  57 ;http://www.laciboulette-annecy.com
 Spiga  D'Oro ; 80  av  Ravanel  le  Rouge ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  06  49 ;None
 Berthier  Marie-Pierre ; 574  rte  Messery ;74140;NERNIER; 04  50  72  16  09 ;None
 Le  Cordonnant ; Les  Darbaillets  120  rte  Miaz ;74700;CORDON; 04  50  58  34  56 ;http://www.lecordonant.fr
 Pronto'S  Pizza ; 5  B  av  Chevêne ;74000;ANNECY; 04  50  44  05  05 ;www.prontospizza.fr
 Hotel  Restaurant  De  L  Union ; Chef  Lieu ;74470;LULLIN; 04  50  73  87  32 ;http://www.hoteldelunion.fr
 Rapido  Pizza ; 8  r  Monnaie ;74500; EVIAN  LES  BAINS ; 04  50  74  99  16 ;http://www.rapidopizzaevian.com
 La  Crêperie  Des  Fiz ; Plt  D  Assy  1011  av  Jacques  Arnaud ;74480;PASSY; 04  50  34  98  26 ;None
Aky; 82  r  Décret ;74130;BONNEVILLE; 04  50  25  57  08 ;www.facebook.com
 Le  Ganesh ; 50  r  Tournelles ;74100;ANNEMASSE; 04  50  92  79  73 ;http://leganesh.webs.com
 Muffat  Joly  Julie ; 3823  rte  Crêtes ;74170; SAINT  GERVAIS  LES  BAINS ; 06  69  25  14  62 ;None
 Pizzeria  Le  Capricorne ; Vers  La  Gare  319  av  Vieux  Pont ;74970;MARIGNIER; 04  50  34  56  10 ;None
 Crèperie  Ti  Mad ; 21  r  Royale ;74000;ANNECY; 04  50  23  25  57 ;www.facebook.com
 Restaurant  Le  Saint  Nicolas ; 1517  rte  Borée  Imm  Panoramic ;74500; THOLLON  LES  MÉMISES ; 04  50  16  45  22 ;http://restaurantlesaintnicolas.site-solocal.com
 Bron  Eric ; 33  av  Anna  de  Noailles ;74500; EVIAN  LES  BAINS ; 06  32  47  65  82 ;None
 Hôtel  Beauregard ; 691  rte  Albertville ;74320;SEVRIER; 04  50  52  40  59 ;www.hotel-beauregard.com
 Le  Tremplin ; 11  rte  Tremplin ;74400; LES  BOSSONS ; 04  50  53  23  08 ;http://le-tremplin.fr
 Crédence  La ; 850  chem  Tour ;74190;PASSY; 06  49  93  59  70 ;None
 Le  Pizz'ayez  Pizzas  A  Emporter ; Zone  Industrielle  De  Findrol  175  rte  Thonon ;74250;FILLINGES; 04  50  36  81  33 ;www.facebook.com
 Restaurant  L'imprevu ; 6  rte  Moulins ;74290; MENTHON  SAINT  BERNARD ; 04  50  66  86  04 ;limprevu.fr
 TANDORI  FAST ; 8  av  Pasteur ;74100;ANNEMASSE; 04  50  38  49  98 ;www.tandoorifast.com
 Mont  Liban ; 34  av  Jules  Ferry ;74100;ANNEMASSE; 04  50  37  85  26 ;www.restaurant-liban-annemasse.fr
Clovic; 12  chem  Cristalliers ;74400; CHAMONIX  MONT  BLANC ; 04  50  55  29  84 ;None
 BURGER  &  WELLS ; 216  av  Michel  Croz ;74400; CHAMONIX  MONT  BLANC ; 04  50  96  61  91 ;http://burgerandwells.com
 LE  BRANZIN ; 127  rte  Linga ;74390;CHÂTEL; 04  50  16  08  68 ;None
 La  Trattoria ; 860  rte  Clermont ;74330;SILLINGY; 09  87  78  98  82 ;None
 La  Coquelle ; 538  r  Lyret ;74400; CHAMONIX  MONT  BLANC ; 04  50  18  50  73 ;None
 Hôtel  Le  Jules  Verne ; r  Port ;74140;YVOIRE; 04  50  72  80  08 ;http://www.hoteljulesverne.com/fr/restaurant.html
JNBF; 2  Grande  Rue ;74300;CLUSES; 04  50  55  04  97 ;None
 Dyr  (Sarl) ; 47  r  République,  Faverges ;74210; FAVERGES  SEYTHENEX ; 04  50  01  73  19 ;None
 Pizzéria  Au  Pied  D'Aye ; 4  r  Pied  D'Aye ;74380;BONNE; 04  50  31  03  88 ;http://aupiedaye.com
 PIZZA  &  VINO ; 424  r  Joseph  Vallot ;74400; CHAMONIX  MONT  BLANC ; 04  50  55  25  93 ;None
 Les  Marches  De  La  Croisette ; 5348  rte  Croisette ;74160; COLLONGES  SOUS  SALÈVE ; 04  50  95  99  34 ;www.les-marches-de-la-croisette-saleve.com
 CAFE  DE  LA  PLACE ; 21  pl  Village ;74500;LARRINGES; 04  50  73  46  09 ;None
 Mini  Golf ; sous  Seytroux ;74430;SEYTROUX; 04  50  84  79  52 ;None
 La  Pierre  aux  Loups ; Route  De  La  Plaine  Dranse  rte  Dranse ;74390;CHÂTEL; 04  50  81  33  90 ;None
 La  Bibliothèque ; Hotel  Ermitage  1230  av  du  Léman  Neuvecelle ;74500; EVIAN  LES  BAINS ; 04  50  26  85  00 ;www.hotel-ermitage-evian.com
FoodNJuice; 1  Bis  r  Adrien  Ligué ;74100;ANNEMASSE; 04  50  92  64  38 ;None
Ahlbt; 1  r  Montfort ;74100;ANNEMASSE; 09  75  30  31  55 ;None
 Hôtel  Le  Borderan ; 3190  rte  Col  des  Aravis ;74220; LA  CLUSAZ ; 04  50  02  43  26 ;http://www.hotel-borderan.com
 Covey's  Pub ; 217  av  Fer  à  Cheval ;74340;SAMOËNS; 09  86  17  80  84 ;http://www.coveys-pub.fr
 Le  Refuge  Des  Aiglons ; 270  av  Courmayeur ;74400; CHAMONIX  MONT  BLANC ; 04  50  55  96  37 ;http://www.deepnature.fr/fr/spa-chamonix-les-aiglons
 Lac  et  Montagne ; 655  rte  Port ;74410; SAINT  JORIOZ ; 04  50  68  69  92 ;http://www.restaurant-lacetmontagne.com
 Le  P'tit  Resto ; 543  av  Joux  Plane ;74110;MORZINE; 04  50  74  79  56 ;www.actionsport-skishop.com
 Restaurant  L'Etage ; pl  Snow ;74110;MORZINE; 06  73  70  66  44 ;www.facebook.com
 Casa  Santa  Clara ; 9  r  Ste  Claire ;74000;ANNECY; 09  50  61  15  30 ;http://www.casasantaclara.fr
 Le  Petit  Monde ; 12  pl  Gerard  Bochet ;74580;VIRY; 04  50  04  80  11 ;None
 Restaurant  La  Crémaillère  Taninges  SARL ; Flérier  223  rte  Lac ;74440;TANINGES; 09  83  23  23  58 ;http://www.lacremaillere-taninges.fr
 Creperie  Des  Gets ; 250  rte  Front  de  Neige ;74260; LES  GETS ; 04  50  37  50  84 ;None
 Club  de  Voile  Sté  Nautique  du  Léman  Français ; Port  de  Rives ;74200; THONON  LES  BAINS ; 04  50  71  07  29 ;http://www.asso.ffv.fr/snlf-thonon
 Le  Cassoton ; 9  r  Hauteville ;74150;RUMILLY; 09  84  22  66  82 ;http://www.le-cassoton.fr
 Chez  La  Phine ; rte  Bottes ;74460;MARNAZ; 06  08  46  98  48 ;None
 Douze  Douze ; 130  r  Eglise ;74310; LES  HOUCHES ; 04  50  91  52  06 ;http://www.le-delice.info
 Le  Petit  Fourneau ; 341  r  Gorge  du  Cé ;74130; MONT  SAXONNEX ; 04  50  53  59  50 ;http://www.le-petit-fourneau.com
 Restaurant  L'Igloo ; Les  Esserts ;74440;MORILLON; 04  50  90  14  31 ;None
 La  Sauvageonne ; Le  Bouchet ;74310;SERVOZ; 04  50  53  69  03 ;http://www.restaurant-sauvageonne.fr
 La  Tablée ; 75  av  Aiguille  du  Midi ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  31  23 ;http://www.latablee.fr
 Restaurant  Aux  Vieux  Pressoir ; 22  rte  Bergue ;74380; CRANVES  SALES ; 04  50  39  37  37 ;None
 BKQ  Services ; 1  r  Jean  Jaurès ;74000;ANNECY; 04  50  77  72  21 ;None
 La  Source  à  Pizza ; Les  Faverges  51  rte  Sources ;74500; SAINT  PAUL  EN  CHABLAIS ; 04  50  71  45  50 ;http://mypizza74.wordpress.com
 AU  Touareg ; 43  pl  Edmond  Desailloud ;74400; CHAMONIX  MONT  BLANC ; 07  83  93  49  69 ;facebook.com/autouareg74400/
Kyriad; Za  Le  Levray  72  rte  Creuses ;74960; CRAN  GEVRIER ; 04  50  69  31  03 ;http://www.kyriad.com/fr/hotels/kyriad-annecy-sud-cran-gevrier
 Asia  fusion ; 50  av  Genève ;74200; THONON  LES  BAINS ; 04  58  66  11  22 ;http://www.asiafusion.fr
 La  Guinguette ; 255  rte  Argos ;74940; ANNECY  LE  VIEUX ; 04  50  66  05  85 ;None
 Cabanne  du  Cerro ; Pied  Depuis  Le  Parking  Du  Cerra  A  410  che  Cerro ;74400; CHAMONIX  MONT  BLANC ; 06  08  95  82  08 ;www.facebook.com/pg/lecerro/about/?ref=page_internal
 Citotel  Le  Littoral  DUFOUR  MASSONNAZ  CHANTAL ; 5  quai  Charles  Albert  Besson ;74500; EVIAN  LES  BAINS ; 04  50  75  64  00 ; http://reservation-hotel.logishotels.com/reservit/reserhotel.php?action=fiche_htl&amp;partid=661&amp;hotelid=14240 
 Le  Bistro  Christiania ; Ctre  Ville  77  rte  Col  des  Aravis ;74220; LA  CLUSAZ ; 04  50  02  64  37 ;http://www.hotel-christiania.fr
 Captain  Pub ; 11  r  Pont  Morens ;74000;ANNECY; 04  50  45  79  80 ;http://www.captain-pub.fr
 La  Commanderie ; 8  quai  Rives ;74200; THONON  LES  BAINS ; 04  50  81  12  30 ;www.facebook.com
 Le  Bouillon ; 9  r  Gare ;74000;ANNECY; 04  50  77  31  02 ;None
Satsuki; 286  r  Joseph  Vallot ;74400; CHAMONIX  MONT  BLANC ; 09  67  40  50  43 ;www.satsuki.eu
 L'Atelier  Sens'O ; 692  rte  Albertville ;74320;SEVRIER; 04  50  66  17  71 ;http://www.restaurantateliersenso.com
 L'Amnésie  Annecy ; 37  av  Barattes ;74000;ANNECY; 09  54  72  46  81 ;http://www.amnesiepub.com
 Le  Café  De  Chevrier ; 248  rte  Chevrier ;74930; PERS  JUSSY ; 04  50  94  41  46 ;www.facebook.com/Le-Caf%C3%A9-de-Chevrier-163689760874569
 Relais  Des  Vallées  Le ; Joux  Plane ;74440;VERCHAIX; 04  50  34  91  86 ;http://restaurant-joux-plane-samoens.fr
 Hôtel  Alpina ; 79  av  Mont  Blanc ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  47  77 ;http://www.chamonix.com/hotel-alpina,113-133380,fr.html
 Le  Bartavel ; 26  cour  Bartavel ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  97  19 ;None
 Green  Up  Café  BDRIDER ; 1  r  Fernand  David ;74100;ANNEMASSE; 04  56  35  67  70 ;http://www.greenupcafe.fr
 Les  Chalets  de  Prariand ; 939  rte  Villaret ;74120;MEGÈVE; 04  50  21  11  14 ;www.vacancesbleues.com
 Le  Pic  Du  Marcelly ; 30  r  Pressenage ;74260; LES  GETS ; 04  50  75  68  82 ;None
 Restaurant  Akashon ; 50  pl  Aiguille  du  Midi ;74400; CHAMONIX  MONT  BLANC ; 04  58  10  03  04 ;http://restaurant-akashon.com/contact/
 Le  Floryvia ; 1429  av  Stade ;74460;MARNAZ; 04  50  47  24  04 ;None
 Restaurant  Au  Petit  Savoyard ; Terr  le  Mont ;74470;LULLIN; 04  50  81  56  06 ;http://www.au-petit-savoyard.fr
 Le  Belvedere ; Mt  Chéry  gare  Supérieure  Télécabine ;74260; LES  GETS ; 04  50  83  31  34 ;http://www.lebelvedere-lesgets.com
 RESTAURANT  LE  BIVOUAC ; 266  r  Doct  Paccard ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  34  08 ;None
 Atmani  Pascal  Emmanuel ; 229  all  Fenaisons,  Dessy ;74130;BONNEVILLE; 07  71  20  41  90 ;None
 SUPERETTE  DES  NEIGES ; 548  r  Centre ;74260; LES  GETS ; 04  56  81  41  78 ;None
 Cass  Dal ; 8  r  Genève ;74100;ANNEMASSE; 04  50  92  35  50 ;None
 Hôtel  de  la  Croix  Blanche ; 81  r  Joseph  Vallot ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  00  11 ;http://www.chamonix.com/hotel-la-croix-blanche,113-142025,fr.html
 Le  Yéti ; rte  Cornuts ;74260; LES  GETS ; 04  50  75  80  60 ;www.alpensport-hotel.com
 Le  Clozet ; Chef  Lieu ;74500;NOVEL; 09  67  82  67  62 ;None
L'Authentik; rte  Chavonnets ;74540; ALBY  SUR  CHÉRAN ; 04  50  68  22  98 ;http://restaurant-lauthentik.com
Aris; 1608  rte  Nationale ;74120;MEGÈVE; 09  63  22  57  59 ;http://rakuichi.eu
 Chez  Yucel ; r  Orme ;74600;SEYNOD; 04  50  69  44  59 ;None
 Pizzeria  Du  Mont ; 60  rte  Mont ;74270;MUSIÈGES; 06  50  81  88  17 ;http://www.pizzeriadumont.com
 Restaurant  Beef  Lodge ; 100  r  Arly ;74120;MEGÈVE; 04  50  93  05  03 ;http://www.lodgepark.com
 Zarka  Aléxis ; 5  r  Tournelles ;74100;ANNEMASSE; 04  50  75  08  93 ;None
 Hôtel  Catalpa ; 34  av  Albigny ;74000;ANNECY; 04  50  23  02  46 ;http://www.creperieannecy.com
 Nantet  Isabelle ; Refuge  Nid  d'Aigle ;74170; SAINT  GERVAIS  LES  BAINS ; 06  81  60  81  04 ;http://nidaigles.pagesperso-orange.fr
 Côté  Plage  Sarl ; 384  rte  Plage ;74320;SEVRIER; 04  50  52  84  27 ;http://www.cote-plage-sevrier.com
 Le  Duke  COOK  CONNECTION ; 13  r  Centrale ;74000; ANNECY  LE  VIEUX ; 04  50  09  94  62 ;http://arctec.fr
 P  Com  Pizza ; Zone  Technopole  112  A  r  Freres  Lumiere ;74160;ARCHAMPS; 04  50  50  19  11 ;None
 Brasserie  Le  Parc ; 12  r  Centrale ;74000; ANNECY  LE  VIEUX ; 04  50  23  53  85 ;http://www.brasserieduparcannecy.fr
 RUDE  LODGE ; 60  rte  Udrezants ;74110;MORZINE; 07  81  86  36  44 ;None
 Brasserie  La  Taniere ; 35  r  Pistes ;74260; LES  GETS ; 04  50  79  87  08 ;None
 Pizza  Du  Monde ; 7  r  Amédée  de  Foras ;74200; THONON  LES  BAINS ; 04  50  81  56  84 ;None
 Les  Montagnardes ; r  Grottes  de  Balme ;74300;MAGLAND; 09  66  83  39  56 ;www.cafedebalme.com
 CHALET  DES    MINES  D'OR ; Les  Mines  D'or  7145  rte  Manche ;74110;MORZINE; 04  50  79  03  60 ;http://www.lesminesdor.net
 La  Croix  Du  Planay ; 2338  rte  Planay ;74120;MEGÈVE; 04  50  58  36  31 ;http://www.lacroixduplanay.jimdo.com
 Bar  Restaurant  Les  Choucas ; Station  les  Brasses  Saint  Jeoire ;74490; SAINT  JEOIRE ; 04  50  31  64  89 ;None
 La  Barca ; La  Croix  D  Ambilly  7  r  Genève ;74100;AMBILLY; 04  50  37  05  01 ;None
 Oysters  Shop ; 36  r  Vaugelas ;74000;ANNECY; 04  50  32  39  07 ;http://www.oysters-shop.com
 Le  76  SOC  SEYNODIENNE  HOTELLERIE  RESTAU ; 76  av  Aix  les  Bains ;74000;SEYNOD; 04  50  52  09  66 ;http://restaurants.accorhotels.com/fr/restaurant-0340
 Le  Panomaric  1800 ; Sommet  De  La  Tolard  le  Chinaillon ;74450; LE  GRAND  BORNAND ; 04  50  09  07  97 ;http://www.legrandbornand.com/snack-bar-le-panoramic-1800.html
 Altitude  2000 ; chem  Pierre  à  Ruskin ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  15  58 ;None
 Hôtel  Le  Vieux  Châlet ; 309  rte  Crêt  du  Merle ;74220; LA  CLUSAZ ; 04  50  02  41  53 ;http://www.levieuxchalet.fr
 Gachet  Ponnaz  André  Et  Stéphane ; 956  chem  Chattrix ;74170; SAINT  NICOLAS  DE  VEROCE ; 04  50  93  21  92 ;None
BHV; 47  r  République,  Faverges ;74210; FAVERGES  SEYTHENEX ; 09  61  63  73  19 ;None
 Notre  Resto ; 75  fbg  St  Martin ;74800; LA  ROCHE  SUR  FORON ; 04  50  03  23  73 ;http://www.notreresto.com
 Le  Difalo ; 216  r  Verdi ;74160; COLLONGES  SOUS  SALÈVE ; 04  50  43  29  22 ;None
 THE  WEST ; 77  pl  Chamonix  Sud ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  33  97 ;None
 Restaurant  le  Redon ; 1  che  Plage ;74200;MARGENCEL; 04  50  72  27  51 ;None
 INNOCENTI  SARL ; 36  rte  Sallanches ;74920;COMBLOUX; 04  50  90  16  27 ;http://www.pizzeria-innocenti-combloux.fr
 Auberge  De  Bionnassay ; 3084  rte  Bionnassay ;74170; SAINT  GERVAIS  LES  BAINS ; 04  50  93  45  23 ;http://www.auberge-bionnassay.com
 Villages  Vacances  Les  Carrefours  de  L'Amitié ; 1487  rte  Cessenaz ;74320;SEVRIER; 04  50  52  44  25 ;http://www.village-vacances.com
 JSL  74 ; 6  r  Chablais ;74100;ANNEMASSE; 04  50  92  01  42 ;None
 Le  Cabanon  à  Pizza ; 593  rte  Morzine,  Le  Laydevant ;74110; ESSERT  ROMAND ; 06  15  17  60  76 ;None
 Sur  Les  Prés ; 4500  chem  Tour  à  Pré  Rossey ;74120;MEGÈVE; 04  50  93  92  16 ;http://www.surlespres.com
 Au  Plain  Chateau ; 10  r  Fours ;74800; LA  ROCHE  SUR  FORON ; 04  50  03  05  39 ;http://www.faceboock.fr
 Les  Cygnes ; 8  av  Grande  Rive ;74500; EVIAN  LES  BAINS ; 04  50  75  01  01 ;http://bernex.fr
 L'AZIMUTH  45  ALLSTREL ; 9  av  Rhône ;74000;ANNECY; 04  50  05  41  82 ;www.facebook.com
 DONA  CATRINA ; 263  av  Cachat  le  Géant ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  69  36 ;None
 TNA  Teleski  Nautique  d'Arenthon ; rte  Iles  de  la  Papeterie  et  Renselet ;74800;ARENTHON; 06  01  06  08  40 ;http://www.tnacablepark.com
LOWI; 152  rte  Mouilles ;74400; CHAMONIX  MONT  BLANC ; 04  50  98  65  22 ;None
 La  Ferme  De  La  Forclaz ; Montmin  Col  de  la  Forclaz ;74210; TALLOIRES  MONTMIN ; 04  50  68  02  44 ;www.facebook.com
 LA  TERRE  DOREE ; 28  imp  Crosagny ;74540; SAINT  FÉLIX ; 06  99  55  88  99 ;None
 Chez  Nannon ; Nyon  Derrière ;74110;MORZINE; 04  50  79  21  15 ;None
 Refuge  du  Lac  de  Gers ; Lac  de  Gers ;74340;SAMOËNS; 09  87  88  18  69 ;http://refugedulacdegers.fr
 Cour  neuve ; 25  Grande  Rue ;74300;CLUSES; 07  87  20  47  21 ;None
 LE  CAFE  COMPTOIR ; Plan  de  l'Envers ;74660;VALLORCINE; 04  50  18  72  43 ;http://www.lecafecomptoir.com/index.php
 A  Table ; 8  qu  St  Jacques ;74700;SALLANCHES; 04  50  93  95  86 ;None
 Restaurant  Prima ; 447  chem  Rocaille ;74120;MEGÈVE; 04  50  21  25  03 ;http://www.fourseasons.com/megevechalets
 Les  Terrasses  Du  Lac ; 7  rte  Semnoz ;74000;ANNECY; 04  50  45  34  86 ;http://www.restaurant-les-terrasses-du-lac.com
Bar'Back; 8  bd  Georges  Andrier ;74200; THONON  LES  BAINS ; 04  50  76  23  95 ;www.facebook.com
 La  Table  de  l'Alpaga ; rte  Prariand  66  all  Marmousets ;74120;MEGÈVE; 04  50  91  48  70 ;http://www.alpaga.com/fr/hotel/restaurants
 Le  Bistrot ; 151  av  Aiguille  du  Midi ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  57  64 ;http://www.lebistrotchamonix.com/fr
 Restaurant  le  Vieux  Mazot ; 690  rte  Chaine  D'Or ;74490; SAINT  JEOIRE ; 04  50  36  61  37 ;www.le-vieux-mazot.fr
 La  Cave  Copobat  SARL ; Passage  Des  Echoppes  8  r  Pâquier ;74000;ANNECY; 04  50  66  41  90 ;http://www.barlacave.fr
 Le  Crispy ; 18  r  Pâquier ;74000;ANNECY; 04  50  45  29  52 ;www.resto-crispy.com
L'Epic; 49  pl  République ;74800; LA  ROCHE  SUR  FORON ; 04  50  03  19  05 ;www.facebook.com
 La  Tour  de  Pizz' ; 103  rte  Trabets ;74310; LES  HOUCHES ; 06  58  53  78  18 ;http://latourdepizz74310.eatbu.com
 Chez  Nous ; 1  bd  Bellevue ;74000;ANNECY; 04  50  12  02  98 ;None
 Les  Fondues  d'Augustin ; 5  pl  Eglise ;74140;DOUVAINE; 06  66  91  54  93 ;None
 Restaurant  La  Marmite ; 30  imp  Etang ;74800; LA  ROCHE  SUR  FORON ; 04  50  25  91  52 ;http://www.restaurant-la-marmite.info
 La  Mamma ; 69  av  France ;74000;ANNECY; 04  50  23  75  74 ;http://www.hotelannecy.fr
 La  Véranda ; Hôtel  Royal  960  av  du  Léman  Neveucelle ;74500; EVIAN  LES  BAINS ; 04  50  26  85  00 ;www.hotel-royal-evian.com
