,Nom,Adresse,Code_Postal,Ville,Telephone,Site_Internet,Style_Culinaire,Note,Suggestion,Prestation,Horaires,Longitude,Latitude
1056,Le Regal,100 av St Martin,74700,SALLANCHES,04 56 12 33 19,,,,,,,,
1057,Le Vertige,104 quai Alexandre Curral,74700,SALLANCHES,06 68 69 87 15,fr.facebook.com,,,,,"['Lundi', '11h00 - 14h30', '18h00 - 00h00', 'Mardi', '11h00 - 14h30', '18h00 - 00h00', 'Mercredi', '11h00 - 14h30', '18h00 - 00h00', 'Jeudi', '11h00 - 14h30', '18h00 - 00h00', 'Vendredi', '11h00 - 14h30', '18h00 - 00h00', 'Samedi', '11h00 - 14h30', '18h00 - 00h00\n ', 'Dimanche', '18h00 - 00h00']",45.935997,6.630881
1058,L'ami Thieze,627 rte Theozia,74500,FÉTERNES,04 50 73 09 78,www.facebook.com,restaurant savoyard,5.0,,"plat à emporter / animaux acceptés / terrasse / parking / facilité bébé / restaurant repas de groupe / accès handicapés / wifi / brasserie / Restaurants  / Cafés, bars ","['Lundi', '09h00 - 15h00', 'Mardi', '09h00 - 19h45', 'Mercredi', '09h00 - 19h45', 'Jeudi', '09h00 - 21h00', 'Vendredi', '09h00 - 23h00', 'Samedi', '09h00 - 23h00', 'Dimanche']",,
1059,Le Vertumne,13 r Sommeiller,74000,ANNECY,04 50 45 92 96,http://www.levertumne.fr,cuisine française,5.0,,animaux acceptés / terrasse / parking,"['Lundi', 'Mardi', '12h00 - 13h15', '19h30 - 20h45', 'Mercredi', '12h00 - 13h15', '19h30 - 20h45', 'Jeudi', '12h00 - 13h15', '19h30 - 20h45', 'Vendredi', '12h00 - 13h15', '19h30 - 20h45', 'Samedi', '12h00 - 13h15', '19h30 - 20h45', 'Dimanche']",,
1060,Le Serasson,Lieu Dit les Tendues Praz sur Arly,74120,PRAZ SUR ARLY,06 47 40 51 69,,,,,terrasse / restaurant repas de groupe,,,
1061,Restaurant Les Fontaines Blanches (SARL),imm Fontaines Blanches Avoriaz pl Centrale,74110,MORZINE,04 50 74 12 73,,brasserie,1.0,,organisation de réception / restaurant végétarien / plat à emporter / terrasse / repas d'affaire / facilité bébé / restaurant repas de groupe / service continu / accès handicapés / brasserie,"['Lundi', '09h00 - 23h00', 'Mardi', '09h00 - 23h00', 'Mercredi', '09h00 - 23h00', 'Jeudi', '09h00 - 23h00', 'Vendredi', '09h00 - 23h00', 'Samedi', '09h00 - 23h00', 'Dimanche', '09h00 - 23h00']",,
1062,Hôtel La Chaumière,322 rte Gaillands,74400,CHAMONIX MONT BLANC,04 50 53 13 25,http://www.hotelchaumierechamonix.com,,,,jardin / animaux acceptés / parking / wifi / restaurant / Hôtels  / Restaurants ,,,
1063,Gourmandises De Marie,Rte De La Piaz 102 imm Bellevue,74340,SAMOËNS,04 50 34 10 98,www.facebook.com,restaurant savoyard,4.0,,animaux acceptés / terrasse / facilité bébé / restaurant repas de groupe / accès handicapés,"['Lundi', '18h45 - 21h45', 'Mardi', '18h45 - 21h45', 'Mercredi', '18h45 - 21h45', 'Jeudi', '18h45 - 21h45', 'Vendredi', '11h45 - 13h45', 'Samedi', '11h45 - 13h45', 'Dimanche', '11h45 - 13h45']",,
1064,Spiga D'Oro,80 av Ravanel le Rouge,74400,CHAMONIX MONT BLANC,04 50 53 06 49,,,,,terrasse,,,
1065,Gets Pizza,336 r Centre,74260,LES GETS,06 09 84 05 47,facebook.com,,,,pizzeria / livraison de pizza,"['Lundi', '18h30 - 21h00', 'Mardi', '18h30 - 21h00', 'Mercredi', '18h30 - 21h00', 'Jeudi', '18h30 - 21h30', 'Vendredi', '18h30 - 21h30', 'Samedi', '18h30 - 21h30\n ', 'Dimanche']",,
1066,Nora,19 av Loverchy,74000,ANNECY,04 50 65 06 92,,restaurant turc,5.0,,terrasse / restaurant repas de groupe / restaurant halal / accès handicapés,"['Lundi', '11h00 - 01h00', 'Mardi', '11h00 - 01h00', 'Mercredi', '11h00 - 01h00', 'Jeudi', '11h00 - 01h00', 'Vendredi', '11h00 - 01h00', 'Samedi', '11h00 - 01h00', 'Dimanche', '11h00 - 01h00']",,
1067,Les P'tites Canailles,27 r Pont Neuf,74150,RUMILLY,04 50 01 02 52,http://www.restaurantrumilly.com,,,"Asperges blanches oeuf poché et parmesan / Croustillant au Reblochon / Noix d?entrecôte Black Angus, sauce au choix / Rognon de veau flambé au Cognac / Coupe glacée alcoolisée / Fondant au chocolat",plat à emporter / bistrot / repas d'affaire / restaurant repas de groupe / accès handicapés / wifi,"['Lundi', '12h00 - 14h00', 'Mardi', 'Mercredi', 'Jeudi', '19h00 - 22h00', 'Vendredi', '19h00 - 22h00', 'Samedi', 'Dimanche', '12h00 - 14h00']",,
1068,Le Tuk Tuk,55 av Novel,74000,ANNECY,04 50 57 05 27,http://www.letuktuk.com,,,,terrasse / parking,"['Lundi', 'Mardi', '12h00 - 14h00', '19h00 - 21h00', 'Mercredi', '12h00 - 14h00', '19h00 - 21h00', 'Jeudi', '12h00 - 14h00', '19h00 - 21h00', 'Vendredi', '12h00 - 14h00', '19h00 - 21h00', 'Samedi', '12h00 - 14h00', '19h00 - 21h00', 'Dimanche']",,
1069,Bar'Back,8 bd Georges Andrier,74200,THONON LES BAINS,04 50 76 23 95,www.facebook.com,cuisine française,5.0,,restaurant végétarien,"['Lundi', 'Mardi', '12h00 - 14h00', '19h30 - 22h00', 'Mercredi', '12h00 - 14h00', '19h30 - 22h00', 'Jeudi', '12h00 - 14h00', ' 19h30 - 22h00', 'Vendredi', '12h00 - 14h00', '19h30 - 23h00', 'Samedi', '19h30 - 23h00', 'Dimanche', '19h30 - 22h00']",,
1070,Bar Restaurant Les Trois Sapins,Zone d'Activité des Bonnets,74270,MUSIÈGES,04 50 23 81 05,,cuisine française,3.0,,animaux acceptés / terrasse / parking / facilité bébé / restaurant repas de groupe / accès handicapés,"['Lundi', '12h00 - 13h45', 'Mardi', '12h00 - 13h45', 'Mercredi', '12h00 - 13h45', 'Jeudi', '12h00 - 13h45', '19h00 - 22h30', 'Vendredi', '12h00 - 13h45', '19h00 - 22h30', 'Samedi', '12h00 - 13h45', '19h00 - 22h30', 'Dimanche']",,
1071,Hôtel Jeu de Paume,705 rte Chapeau,74400,CHAMONIX MONT BLANC,04 50 54 03 76,http://www.jeudepaumechamonix.com,,,,télévision / jardin / animaux acceptés / hôtel avec piscine / facilités bébé / parking / hôtel spa / hammam / wifi / accès handicapé / restaurant / sauna / Hôtels  / Restaurants ,"['Lundi', '07h00 - 23h00', 'Mardi', '07h00 - 23h00', 'Mercredi', '07h00 - 23h00', 'Jeudi', '07h00 - 23h00', 'Vendredi', '07h00 - 23h00', 'Samedi', '07h00 - 23h00', 'Dimanche', '07h00 - 23h00']",,
1072,Prix Choc,1 bd Canal,74200,THONON LES BAINS,04 50 73 89 56,,,,,,"['Lundi', '12h00 - 14h00', '18h00 - 20h00', 'Mardi', '12h00 - 14h00', '18h00 - 20h00', 'Mercredi', '12h00 - 14h00', '18h00 - 21h00', 'Jeudi', '12h00 - 14h00', '18h00 - 21h00', 'Vendredi', '12h00 - 14h00', '18h00 - 20h00', 'Samedi', '12h00 - 14h00', '18h00 - 20h00', 'Dimanche']",,
1073,Morgane Pizza,41 chem Fin de Granges,74250,VILLE EN SALLAZ,04 50 95 70 76,http://morganepizza.site-solocal.com,,,,Restauration rapide  / Pizzas à emporter  / Pizzerias  / Restaurants ,"['Lundi', '17h30 - 21h30', 'Mardi', '17h30 - 21h30', 'Mercredi', 'Jeudi', '17h30 - 21h30', 'Vendredi', '17h30 - 21h30', 'Samedi', '17h30 - 21h30', 'Dimanche', '17h30 - 21h30']",,
1074,LE CANI,391 Grande Rue,74140,LOISIN,04 50 94 23 98,,,,,animaux acceptés / terrasse / parking / restaurant repas de groupe / brasserie,"['Lundi', '12h00 - 14h00', 'Mardi', '12h00 - 14h00', 'Mercredi', '12h00 - 14h00', 'Jeudi', '12h00 - 14h00', 'Vendredi', '12h00 - 14h00', 'Samedi', '12h00 - 14h00', 'Dimanche']",,
1075,La Mamma,69 av France,74000,ANNECY,04 50 23 75 74,http://www.jazzclubannecy.com/,,,,1 étoile  / Hôtels  / Restaurants ,,,
1076,Best Western Hôtel Chalet Les Saytels,Le Village 33 rte Vallée du Bouchet,74450,LE GRAND BORNAND,04 50 02 20 16,http://www.bestwestern-chaletlessaytels.com,,,,Surface de l'espace conférence (mètres) : 100 / Piscine en plein air ouverte en saison / Nombre de salles de réunion : 2 / Nombre de bars/salons : 2 / Réception (horaires limités) / Assistance pour visites/billets / Personnel multilingue / Sauna / Espace conférence / Bain à remous / Surface de l'espace conférence (pieds) : 1076 / Salles de réunion / Parking gratuit à proximité / Garde d'enfants / Cheminée dans le hall / Accès Internet Wi-Fi gratuit / Restaurant / Hôtels  / Restaurants ,,,
1077,Tout le Monde en Parle Pizza,394 av Mont D'Arbois,74700,SAINT GERVAIS LES BAINS,04 50 47 71 39,www.facebook.com,,,,pizzeria / terrasse / parking / restaurant repas de groupe,,,
1078,Chaumière Savoyarde (La),15 r des Fleuries,74570,THORENS GLIÈRES,04 50 22 40 39,www.hotel-74.com,,,,bar / demi-pension / télévision / animaux acceptés / parking / facilités bébé / wifi / restaurant / Hôtels  / Restaurants ,,,
1079,Le Sommet du M,15 rte Rochebrune,74120,MEGÈVE,04 50 21 41 09,,,,,,,,
1080,Mer Noire,13 r Collège Chapuisien,74000,ANNECY,04 50 45 89 13,,,,,,,,
1081,Télébar Du Mont Blanc,3904 rte Chavannes,74260,LES GETS,04 50 79 75 46,,,,,brasserie,"['Lundi', '07h00 - 19h00', 'Mardi', '07h00 - 19h00', 'Mercredi', '07h00 - 19h00', 'Jeudi', '07h00 - 19h00', 'Vendredi', '07h00 - 19h00', 'Samedi', '07h00 - 19h00', 'Dimanche', '07h00 - 19h00']",,
1082,Cora Cafétéria,RD 1005 Amphion,74500,PUBLIER,04 50 81 45 00,www.cora.fr,,,,"distributeur de billet / station de lavage / piste poids-lourds / dépôt de bouteille de gaz / GPL / Stations-service  / Restaurants  / Supermarchés, hypermarchés  / Centres commerciaux ","['Lundi', '09h00 - 12h15', 'Mardi', '09h00 - 12h15', 'Mercredi', '09h00 - 12h15', 'Jeudi', '09h00 - 12h15', 'Vendredi', '09h00 - 12h15', 'Samedi', '09h00 - 12h15', 'Dimanche']",,
1083,Bon Pain Bon Vin,17 r Filaterie,74000,ANNECY,04 50 45 25 62,http://www.bonpainbonvin.fr,cuisine française,5.0,,Cuisine française  / Guide michelin ,"['Lundi', '17h00 - 01h00', 'Mardi', '17h00 - 01h00', 'Mercredi', '17h00 - 01h00', 'Jeudi', '17h00 - 01h00', 'Vendredi', '17h00 - 01h00', 'Samedi', '17h00 - 01h00', 'Dimanche', '17h00 - 01h00']",,
1084,Nouch,2 r Collège Chapuisien,74000,ANNECY,06 81 16 31 05,,,,,,,,
1085,Fabbrica,Le Pre Carre 10 r Vaugelas,74000,ANNECY,04 50 51 20 05,www.facebook.com,,,"Salade du moment / Escargots de Poisy au Crémant d'Alsace - les 6 / La Choucroute alsacienne aux 4 viandes / La joue de porc au Pinot Noir, spaetzele / Le Pavlova du Café de la Cour / La mousse au chocolat voluptueuse sur fond de gavotte",facilité bébé,"['Lundi', 'Mardi', '12h00 - 14h00', '17h30 - 00h00', 'Mercredi', '12h00 - 14h00', '17h30 - 00h00\n ', 'Jeudi', '12h00 - 14h00', '17h30 - 00h00', 'Vendredi', '12h00 - 14h00', '17h30 - 00h00', 'Samedi', '00h00 - 01h00', '12h00 - 15h00', '17h30 - 00h00', 'Dimanche', '00h00 - 01h00']",,
1086,Une Autre Histoire,26 r Royale,74000,ANNECY,04 50 63 31 16,http://www.une-autre-histoire.com,cuisine française,5.0,,accès handicapés,"['Lundi', 'Mardi', '19h00 - 21h00', 'Mercredi', '12h00 - 13h15', '19h15 - 21h30', 'Jeudi', '12h00 - 13h15', '19h15 - 21h30', 'Vendredi', '12h00 - 13h15', '19h15 - 21h30', 'Samedi', '12h00 - 13h15', '19h15 - 21h30', 'Dimanche']",,
1087,La Bergerie,90 rte Scies,74700,CORDON,04 50 58 06 71,http://les-roches-hotel.com/fr/page/restaurant-la-bergerie.25.html,,,Soupe au Caillou / Omelette Aravis / Cheese'Berger,31-45 euros ,,,
1088,La Ferme des Alpes,qu Charles Albert Besson,74500,EVIAN LES BAINS,04 50 79 44 47,www.fermedesalpes.com,,,,Fait maison  / Tartiflette  / Boucher  / Traiteurs  / Restaurants ,"['Lundi', '12h00 - 13h45', '19h00 - 21h00', 'Mardi', '12h00 - 13h45', '19h00 - 21h00', 'Mercredi', '12h00 - 13h45', '19h00 - 21h00', 'Jeudi', '12h00 - 13h45', '19h00 - 21h00', 'Vendredi', '12h00 - 13h45', '19h00 - 21h00', 'Samedi', '12h00 - 13h45', '19h00 - 21h00', 'Dimanche', '12h00 - 13h45', '19h00 - 21h00']",,
1089,Joachim Willy,les Hottes,74440,VERCHAIX,04 50 98 02 18,www.facebook.com,,,,,,,
1090,Hôtel Restaurant D'Argonay EURL,3 pl Arthur Lavy,74370,ARGONAY,04 50 27 20 21,http://www.hotel-annecy-nord-argonay.fr,,,,bar / demi-pension / ascenseur / parking / chambre avec terrasse / séminaire / wifi / restaurant / Hôtels  / Restaurants ,"['Lundi', '08h00 - 19h00', 'Mardi', '08h00 - 19h00', 'Mercredi', '08h00 - 19h00', 'Jeudi', '08h00 - 19h00', 'Vendredi', '08h00 - 19h00', 'Samedi', '08h00 - 19h00', 'Dimanche', '08h00 - 19h00']",,
1091,La Passion Des Saveurs LA SPHERE DE CRISTAL,53 r Roseaux,74330,EPAGNY METZ TESSY,06 61 81 06 21,http://la-passion-des-saveurs.webnode.fr/contact,cuisine française,5.0,,parking / wifi,"['Lundi', '12h00 - 14h30', 'Mardi', '12h00 - 14h30', 'Mercredi', '12h00 - 14h30', 'Jeudi', '12h00 - 14h30', 'Vendredi', '12h00 - 14h30', '19h00 - 21h30', 'Samedi', '12h00 - 14h30', '19h00 - 21h30', 'Dimanche']",,
1092,L'Orient Express,3 pl Etale,74960,CRAN GEVRIER,06 03 20 61 93,www.facebook.com/pages/Lorient-Express/573786082666494?fref=ts,sandwich,4.0,,Halal / Sandwicherie / Livraison à domicile / Parking / Repas de groupes / Terrasse,"['Lundi', '10h30 - 15h00', '17h30 - 22h30', 'Mardi', '10h30 - 15h00', '17h30 - 22h30', 'Mercredi', '10h30 - 15h00', '17h30 - 22h30', 'Jeudi', '10h30 - 15h00', '17h30 - 22h30', 'Vendredi', '10h30 - 15h00', '17h30 - 22h30', 'Samedi', '10h30 - 15h00', '17h30 - 22h30', 'Dimanche', '10h30 - 15h00', ' 17h30 - 22h30']",,
1093,Terre Des Saveurs,50 r Pierre Longue,74800,AMANCY,04 50 97 35 04,,restauration rapide,5.0,Terre Des Saveurs,pizzeria / animaux acceptés / terrasse / parking / accès handicapés / climatisation,"['Lundi', 'Mardi', '12h00 - 14h00', '18h30 - 22h00', 'Mercredi', '12h00 - 14h00', '18h30 - 22h00', 'Jeudi', '12h00 - 14h00', '18h30 - 22h00', 'Vendredi', '12h00 - 14h00', '18h30 - 22h00', 'Samedi', '12h00 - 14h00', '18h30 - 22h00', 'Dimanche']",,
1094,Restaurant Bacouni,105 r Mollards,74140,YVOIRE,04 50 72 85 67,www.bacouni.com,Restaurant français,5.0,,Terrasse / Spécialités à base de poissons du lac Léman / Ouvert toute l'année / Facilités bébés / Animaux acceptés / Langue parlée : anglais / Parking privé gratuit,"['Lundi', 'Mardi', '12h15 - 14h00', '19h15 - 21h30', 'Mercredi', '12h15 - 14h00', '19h15 - 21h30', 'Jeudi', '12h15 - 14h00', '19h15 - 21h30', 'Vendredi', '12h15 - 14h00', ' 19h15 - 21h30', 'Samedi', '12h15 - 14h00', '19h15 - 21h30', 'Dimanche', '12h15 - 14h00', '19h15 - 21h30']",46.369502000000004,6.32396
1095,Au Bureau,1 all Francois Truffaut,74100,ANNEMASSE,04 50 49 44 15,http://www.aubureau.fr,,,"Mozzarella Sticks (beignets de mozzarella fondants) / Onion Rings (Oignons entiers frits, sauce au choix) / Planches charcuteries et fromages (assortiment de charcuteries et de fromages, cornichons, toast) / Nachos gratinés (tortillas chips gratinées au cheddar, bœuf épicé, guacamole) / Cheesecake du Pub (cheesecake, topping brownie) / Sweet Berries (biscuit cuillère, mascarpone, crème fouettée, purée de fruits rouges, noisettes)",10-15 euros ,"['Lundi', '17h00 - 19h00', 'Mardi', '17h00 - 19h00', 'Mercredi', '17h00 - 19h00', 'Jeudi', '17h00 - 19h00', 'Vendredi', '17h00 - 19h00', 'Samedi', 'Dimanche']",,
1096,My Ami,8 pl Hôtel de Ville,74200,THONON LES BAINS,04 50 79 34 33,http://www.myami.fr,restaurant américain,5.0,,animaux acceptés / terrasse / parking / facilité bébé / restaurant repas de groupe / accès handicapés,"['Lundi', 'Mardi', '12h00 - 14h00', '19h00 - 22h00', 'Mercredi', '12h00 - 14h00', '19h00 - 22h00', 'Jeudi', '12h00 - 14h00', '19h00 - 22h00', 'Vendredi', '12h00 - 14h00', '19h00 - 22h00', 'Samedi', '12h00 - 14h00', '19h00 - 22h00', 'Dimanche']",,
1097,LA CUILLERE A OMBLE 2DP TABLE - LAC & MONTAGNES,2346 rte Talloires,74210,DOUSSARD,04 50 44 30 71,http://www.lacuillereaomble.fr,cuisine française,5.0,,animaux acceptés / terrasse / parking / bistrot / facilité bébé / restaurant repas de groupe / accès handicapés / climatisation,"['Lundi', '09h00 - 23h00', 'Mardi', '09h00 - 23h00', 'Mercredi', '09h00 - 23h00', 'Jeudi', '09h00 - 23h00', 'Vendredi', '09h00 - 23h00', 'Samedi', '09h00 - 23h00', 'Dimanche', '09h00 - 23h00']",,
1098,Café du Progrès,2 pl Joseph Philippe,74100,VILLE LA GRAND,04 50 37 26 06,www.facebook.com,,,,parking / restaurant repas de groupe / brasserie,"['Lundi', ' 07h00 - 22h00', 'Mardi', '07h00 - 22h00', 'Mercredi', '07h00 - 22h00', 'Jeudi', '07h00 - 22h00', 'Vendredi', '07h00 - 22h00', 'Samedi', '07h00 - 22h00', 'Dimanche', '07h00 - 22h00']",,
1099,LA GOLESE,Col de la Golese,74340,SAMOËNS,06 75 02 73 71,,,,,,,,
1100,MAXI DELICES,49 av Champ Fleuri,74600,SEYNOD,04 50 23 32 33,fr.facebook.com,restauration rapide,5.0,,terrasse / facilité bébé / restaurant halal / wifi / cheminée / plat à emporter / kebab / livraison à domicile / Zone fumeur / restaurant repas de groupe / service continu / accès handicapés / climatisation / chef à domicile,"['Lundi', '10h00 - 23h00', 'Mardi', '10h00 - 23h00', 'Mercredi', '10h00 - 23h00', 'Jeudi', '10h00 - 23h00', 'Vendredi', '13h30 - 23h00', 'Samedi', '10h00 - 23h00', 'Dimanche', '10h00 - 23h00']",,
1101,Bistrot du Coin,28 rte Chevaline,74210,DOUSSARD,04 50 01 03 35,www.facebook.com/bistrotducoin74,Restaurant français,5.0,,"terrasse / Wi-fi / bistrot / Café / bodega / wifi / Bar / Restaurants  / Cafés, bars ","['Lundi', '08h30 - 15h00', '17h30 - 23h00', 'Mardi', '08h30 - 15h00', '17h30 - 23h00', 'Mercredi', 'Jeudi', '08h30 - 15h00', '17h30 - 23h00', 'Vendredi', ' 08h30 - 15h00', '17h30 - 23h00', 'Samedi', '08h30 - 15h00', '17h30 - 23h00', 'Dimanche', '08h30 - 22h00']",,
1102,DONA CATRINA,263 av Cachat le Géant,74400,CHAMONIX MONT BLANC,04 50 53 69 36,,,,,terrasse / facilité bébé,"['Lundi', ' 15h00 - 00h00', 'Mardi', 'Mercredi', '15h00 - 00h00', 'Jeudi', '15h00 - 00h00', 'Vendredi', '15h00 - 00h00', 'Samedi', '15h00 - 00h00', 'Dimanche', '15h00 - 00h00']",45.923515,6.8760449999999995
1103,Margorest,251 rte Champ Farcon,74370,ARGONAY,04 50 27 35 55,http://www.restaurant-ladetente.fr,cuisine française,3.0,,animaux acceptés / terrasse / parking / restaurant repas de groupe / climatisation,"['Lundi', '12h00 - 14h00', 'Mardi', '12h00 - 14h00', 'Mercredi', '12h00 - 14h00', 'Jeudi', '12h00 - 14h00', 'Vendredi', '12h00 - 14h00', 'Samedi', 'Dimanche']",,
1104,LES BERNARDS LES BERNARDS,1711 rte Grabilles,74120,PRAZ SUR ARLY,04 50 21 90 87,http://www.hotel-lesbernards.com,,,,demi-pension / télévision / facilités bébé / parking / séminaire / wifi / accès handicapé / Hôtels  / Restaurants ,,,
1105,L'Auberge Romanaise,chem la Salle,74110,ESSERT ROMAND,04 50 37 31 96,,,,,Auberge ,,,
1106,Bistrot Du Coin,28 rte Chevaline,74210,DOUSSARD,04 50 01 03 35,www.facebook.com/bistrotducoin74,Cuisine française,5.0,,"Organisation de réception / Animaux acceptés / Climatisation / Livraison à domicile / Repas d'affaire / Dîner spectacle / Facilité bébé / Restaurant repas de groupes / Terrasse / Accès handicapés / Cafés, bars  / Restaurants ","['Lundi', 'Mardi', '08h30 - 15h00', 'Mercredi', '08h30 - 15h00', '18h00 - 23h00', 'Jeudi', '08h30 - 15h00', '18h00 - 23h00', 'Vendredi', '08h30 - 15h00', '18h00 - 23h00', 'Samedi', '08h30 - 15h00', '18h00 - 23h00', 'Dimanche', '09h00 - 17h00\n ']",,
1107,La Petite Cantine,145 av Gare,74170,SAINT GERVAIS LES BAINS,04 50 34 64 15,,,,,,,,
1108,Le Cerf Amoureux,118 rte Barthoud,74700,SALLANCHES,04 50 21 30 60,http://www.lecerfamoureux.com,,,,télévision / jardin / hôtel avec piscine / salle de sport / facilités bébé / parking / hôtel spa / hammam / wifi / accès handicapé / restaurant / sauna / Hôtels  / Restaurants ,,,
1109,Restaurant L'Auberge de la Cote 2000,Au pied de la Coupe du Monde 3461 rte Côte 2000,74120,MEGÈVE,04 50 21 31 84,http://www.mont-darbois.fr/restaurants-en/auberge-cote-2000.aspx,,,"Ardoise de viande s?ch?e des Alpes, beurre et cornichons / Garbure traditionnelle de l?Auberge (cochon, l?gumes d?hiver) / Salade Nordique (salade verte, tomate, pamplemousse, saumon fum?, crevettes, avocat) / Fondue moiti?-moiti? au beaufort d?alpage et comt? ? r?serve ? / Pot au feu savoyard (paleron de b?uf et diots de Savoie)",terrasse,"['Lundi', 'Mardi', 'Mercredi', '12h00 - 15h00', 'Jeudi', '12h00 - 15h00', 'Vendredi', '12h00 - 15h00', 'Samedi', '12h00 - 15h00', 'Dimanche', '12h00 - 15h00']",,
1110,Le Vieux Chalet,Plaine Dranse,74390,CHÂTEL,04 50 73 38 77,,cuisine française,3.0,,animaux acceptés / terrasse / parking / restaurant repas de groupe,"['Lundi', '12h00 - 15h00', 'Mardi', '12h00 - 15h00', 'Mercredi', '12h00 - 15h00', 'Jeudi', '12h00 - 15h00', 'Vendredi', '12h00 - 15h00', 'Samedi', '12h00 - 15h00', 'Dimanche', '12h00 - 15h00']",,
1111,LA P'TITE PAUSE,575 rte Fontaines,74380,CRANVES SALES,04 50 50 05 38,,,,,plat à emporter / fast Food,,,
1112,LA PUZZE S.A.S REVOLA,lieu-dit Honoraz,74440,MORILLON,04 50 90 12 06,http://www.ot-morillon.fr/deguster/la-puzze-restaurant-pizzeria-bar-109440,,,,,"['Lundi', '09h30 - 15h00', '17h30 - 22h30', 'Mardi', '09h30 - 15h00', '17h30 - 22h30', 'Mercredi', ' 09h30 - 15h00', '17h30 - 22h30', 'Jeudi', '09h30 - 15h00', '17h30 - 22h30', 'Vendredi', '09h30 - 15h00', '17h30 - 22h30', 'Samedi', '09h30 - 15h00', '17h30 - 22h30', 'Dimanche', '09h30 - 15h00', '17h30 - 22h30']",,
1113,SASU YILMAZ,9 av Giffre,74100,ANNEMASSE,04 50 80 90 72,,,,,,,,
1114,Hilton Evian Les Bains,quai Paul Léger,74500,EVIAN LES BAINS,04 50 84 60 00,http://www.evianlesbains.hilton.com,,,,Clubs de sport  / Instituts de beauté  / Spas  / Centres de thalassothérapie  / Restaurants  / Infrastructures de sports et loisirs  / Hôtels ,,,
1115,Indian Gandhi,653 av Alpages,74310,LES HOUCHES,06 10 61 45 27,www.restaurantgandhi.fr,,,,animaux acceptés / parking / facilité bébé / restaurant repas de groupe / Restaurants  / Restaurants indiens ,"['Lundi', '19h00 - 00h00', 'Mardi', '12h00 - 15h00', '19h00 - 00h00', 'Mercredi', '12h00 - 15h00\n ', '19h00 - 00h00', 'Jeudi', '12h00 - 15h00', '19h00 - 00h00', 'Vendredi', '12h00 - 15h00', '19h00 - 00h00', 'Samedi', '12h00 - 15h00', '19h00 - 00h00', 'Dimanche', '12h00 - 15h00', '19h00 - 00h00']",,
1116,21 Ventuno,2 r François Vernex,74960,MEYTHET,04 50 24 42 58,www.facebook.com,,,,pizzeria / terrasse / parking / facilité bébé,"['Lundi', 'Mardi', '11h30 - 14h00', '17h30 - 21h30', 'Mercredi', '11h30 - 14h00', '17h30 - 21h30', 'Jeudi', '11h30 - 14h00', '17h30 - 21h30', 'Vendredi', '11h30 - 14h00', '17h30 - 21h30', 'Samedi', '17h30 - 22h00', 'Dimanche', '17h30 - 22h00']",45.914776,6.091431
1117,Resto'Chaud AIR NANJOD,26 chem Vignes,74330,EPAGNY METZ TESSY,04 50 09 88 70,http://www.restochaud.com,,,,Restaurants  / Restauration à domicile ,"['Lundi', '11h00 - 14h00', '18h30 - 22h00', 'Mardi', '11h00 - 14h00', '18h30 - 22h00', 'Mercredi', '11h00 - 14h00', '18h30 - 22h00', 'Jeudi', '11h00 - 14h00', '18h30 - 22h00', 'Vendredi', '11h00 - 14h00', '18h30 - 22h00', 'Samedi', '11h00 - 14h00', '18h30 - 22h00', 'Dimanche', '11h00 - 14h00', '18h30 - 22h00']",,
1118,Restaurant BEC,590 rte Annecy,74410,DUINGT,04 50 19 63 13,http://restaurantbec.com,,,,,,,
1119,Café de Chevrier,248 r Chevrier,74930,PERS JUSSY,04 50 94 41 46,www.facebook.com/Le-Caf%C3%A9-de-Chevrier-163689760874569,,,,"Restaurants  / Cafés, bars  / Bureaux de tabac ","['Lundi', '06h30 - 21h00', 'Mardi', '06h30 - 21h00', 'Mercredi', '06h30 - 21h00', 'Jeudi', '06h30 - 21h00', 'Vendredi', '06h30 - 15h00', '17h45 - 01h00', 'Samedi', '07h30 - 12h30', 'Dimanche']",,
1120,Le Gerbier,60 all Lots,74120,MEGÈVE,09 69 80 29 49,,,,,,,,
1121,Restaurant Sur Les Bois,79 rte Thônes,74940,ANNECY LE VIEUX,04 50 64 00 08,http://www.rest-surlesbois.com/fr,,,,bar,"['Lundi', 'Mardi', '11h00 - 14h30', '17h00 - 22h00', 'Mercredi', '11h00 - 14h30', '17h00 - 22h00', 'Jeudi', '11h00 - 14h30', '17h00 - 22h00', 'Vendredi', '11h00 - 14h30', '17h00 - 22h00', 'Samedi', '11h00 - 14h30', '17h00 - 22h00', 'Dimanche']",,
1122,Hôtel des Prodains,Lieu Dit Prodains 2968 rte Ardoisières,74110,MORZINE,04 50 79 25 26,www.facebook.com,,,,animaux acceptés / terrasse / parking / facilité bébé / accès handicapés / wifi / Restaurants  / Hôtels ,"['Lundi', '12h00 - 14h30', '19h30 - 20h45', 'Mardi', '12h00 - 14h30', '19h30 - 20h45', 'Mercredi', '12h00 - 14h30', '19h30 - 20h45', 'Jeudi', '12h00 - 14h30', '19h30 - 20h45', 'Vendredi', '12h00 - 14h30', '19h30 - 20h45', 'Samedi', '12h00 - 14h30', '19h30 - 20h45', 'Dimanche', '12h00 - 14h30', '19h30 - 20h45']",,
